name,url,country,Population,article_title,revision_id,prediction
Stanley Nyagah,https://en.wikipedia.org/wiki/Stanley_Nyagah,kenya,55.1,Stanley Nyagah,1200647898.0,Start
Winnie Odinga,https://en.wikipedia.org/wiki/Winnie_Odinga,kenya,55.1,Winnie Odinga,1218536702.0,Start
Ahmed Abdi Ogle,https://en.wikipedia.org/wiki/Ahmed_Abdi_Ogle,kenya,55.1,Ahmed Abdi Ogle,1231599786.0,Stub
Moses ole Sakuda,https://en.wikipedia.org/wiki/Moses_ole_Sakuda,kenya,55.1,Moses ole Sakuda,1248810515.0,Stub
William Odongo Omamo,https://en.wikipedia.org/wiki/William_Odongo_Omamo,kenya,55.1,William Odongo Omamo,1216249052.0,C
Elijah Omolo Agar,https://en.wikipedia.org/wiki/Elijah_Omolo_Agar,kenya,55.1,Elijah Omolo Agar,999136727.0,Stub
Ruth Oniang'o,https://en.wikipedia.org/wiki/Ruth_Oniang'o,kenya,55.1,Ruth Oniang'o,1234809644.0,GA
Gloria Orwoba,https://en.wikipedia.org/wiki/Gloria_Orwoba,kenya,55.1,Gloria Orwoba,1245954425.0,C
John Owino,https://en.wikipedia.org/wiki/John_Owino,kenya,55.1,John Owino,1246061278.0,Start
Gonzi Rai,https://en.wikipedia.org/wiki/Gonzi_Rai,kenya,55.1,Gonzi Rai,1246062448.0,Start
Ali Roba,https://en.wikipedia.org/wiki/Ali_Roba,kenya,55.1,Ali Roba,1246310480.0,Start
Wesley K. Rono,https://en.wikipedia.org/wiki/Wesley_K._Rono,kenya,55.1,Wesley K. Rono,1177252018.0,Stub
Ruweida Obo,https://en.wikipedia.org/wiki/Ruweida_Obo,kenya,55.1,Ruweida Obo,1147726394.0,Stub
Ibrahim Sane,https://en.wikipedia.org/wiki/Ibrahim_Sane,kenya,55.1,Ibrahim Sane,1246062464.0,Stub
Ibrahim A. Saney,https://en.wikipedia.org/wiki/Ibrahim_A._Saney,kenya,55.1,Ibrahim A. Saney,1231599424.0,Stub
Kimaiyo Sego,https://en.wikipedia.org/wiki/Kimaiyo_Sego,kenya,55.1,Kimaiyo Sego,1095169588.0,C
Cornelly Serem,https://en.wikipedia.org/wiki/Cornelly_Serem,kenya,55.1,Cornelly Serem,1246061286.0,Stub
Peter Safari Shehe,https://en.wikipedia.org/wiki/Peter_Safari_Shehe,kenya,55.1,Peter Safari Shehe,1246062468.0,Stub
Mohamed Shidiye,https://en.wikipedia.org/wiki/Mohamed_Shidiye,kenya,55.1,Mohamed Shidiye,1246062471.0,Stub
Elias Shill,https://en.wikipedia.org/wiki/Elias_Shill,kenya,55.1,Elias Shill,1246062483.0,Stub
Lawrence Sifuna,https://en.wikipedia.org/wiki/Lawrence_Sifuna,kenya,55.1,Lawrence Sifuna,1246062499.0,Start
Elijah K. Sumbeiywo,https://en.wikipedia.org/wiki/Elijah_K._Sumbeiywo,kenya,55.1,Elijah K. Sumbeiywo,1177306319.0,Stub
Quincy Timberlake,https://en.wikipedia.org/wiki/Quincy_Timberlake,kenya,55.1,Quincy Timberlake,1213643747.0,B
Lilian Tomitom,https://en.wikipedia.org/wiki/Lilian_Tomitom,kenya,55.1,Lilian Tomitom,1022602552.0,Stub
Tecla Tum,https://en.wikipedia.org/wiki/Tecla_Tum,kenya,55.1,Tecla Tum,1138169422.0,Stub
Badi Twalib,https://en.wikipedia.org/wiki/Badi_Twalib,kenya,55.1,Badi Twalib,1246062537.0,Stub
Benedict Wachira,https://en.wikipedia.org/wiki/Benedict_Wachira,kenya,55.1,Benedict Wachira,1099442981.0,Start
Machel Waikenda,https://en.wikipedia.org/wiki/Machel_Waikenda,kenya,55.1,Machel Waikenda,1235702914.0,C
Nzioka Waita,https://en.wikipedia.org/wiki/Nzioka_Waita,kenya,55.1,Nzioka Waita,1244706167.0,GA
George Wajackoyah,https://en.wikipedia.org/wiki/George_Wajackoyah,kenya,55.1,George Wajackoyah,1239031575.0,C
Ali Wario,https://en.wikipedia.org/wiki/Ali_Wario,kenya,55.1,Ali Wario,1246062575.0,Start
Hassan Wario,https://en.wikipedia.org/wiki/Hassan_Wario,kenya,55.1,Hassan Wario,1197023736.0,Start
Ali Aliu,https://en.wikipedia.org/wiki/Ali_Aliu,kosovo,1.7,Ali Aliu,1225505087.0,Start
Hamza Balje,https://en.wikipedia.org/wiki/Hamza_Balje,kosovo,1.7,Hamza Balje,1231602011.0,Stub
Nikollë Bojaxhiu,https://en.wikipedia.org/wiki/Nikollë_Bojaxhiu,kosovo,1.7,Nikollë Bojaxhiu,1242533891.0,C
Bekim Çollaku,https://en.wikipedia.org/wiki/Bekim_Çollaku,kosovo,1.7,Bekim Çollaku,1237198613.0,Start
Veli Deva,https://en.wikipedia.org/wiki/Veli_Deva,kosovo,1.7,Veli Deva,1214281233.0,Stub
Bajram Gecaj,https://en.wikipedia.org/wiki/Bajram_Gecaj,kosovo,1.7,Bajram Gecaj,1085013172.0,Start
Mulla Idriz Gjilani,https://en.wikipedia.org/wiki/Mulla_Idriz_Gjilani,kosovo,1.7,Mulla Idriz Gjilani,1250318723.0,Start
Bajram Hasani,https://en.wikipedia.org/wiki/Bajram_Hasani,kosovo,1.7,Bajram Hasani,1215647320.0,Stub
Adem Hodža,https://en.wikipedia.org/wiki/Adem_Hodža,kosovo,1.7,Adem Hodža,1244603844.0,Start
Adrijana Hodžić,https://en.wikipedia.org/wiki/Adrijana_Hodžić,kosovo,1.7,Adrijana Hodžić,1241300455.0,Start
Oliver Ivanović,https://en.wikipedia.org/wiki/Oliver_Ivanović,kosovo,1.7,Oliver Ivanović,1250190967.0,B
Ragip Jashari,https://en.wikipedia.org/wiki/Ragip_Jashari,kosovo,1.7,Ragip Jashari,1249715855.0,Stub
Jusuf Baftjari,https://en.wikipedia.org/wiki/Jusuf_Baftjari,kosovo,1.7,Jusuf Baftjari,1250327734.0,GA
Getoar Mjeku,https://en.wikipedia.org/wiki/Getoar_Mjeku,kosovo,1.7,Getoar Mjeku,1249392899.0,GA
Rrahman Morina,https://en.wikipedia.org/wiki/Rrahman_Morina,kosovo,1.7,Rrahman Morina,1250857241.0,Start
Armend Muja,https://en.wikipedia.org/wiki/Armend_Muja,kosovo,1.7,Armend Muja,1241838665.0,Stub
Hasan Prishtina,https://en.wikipedia.org/wiki/Hasan_Prishtina,kosovo,1.7,Hasan Prishtina,1238616065.0,C
Gazmend Pula,https://en.wikipedia.org/wiki/Gazmend_Pula,kosovo,1.7,Gazmend Pula,1220586705.0,Stub
Goran Rakić,https://en.wikipedia.org/wiki/Goran_Rakić,kosovo,1.7,Goran Rakić,1250189215.0,C
Nenad Rašić,https://en.wikipedia.org/wiki/Nenad_Rašić,kosovo,1.7,Nenad Rašić,1245428679.0,GA
Selim Selimi,https://en.wikipedia.org/wiki/Selim_Selimi,kosovo,1.7,Selim Selimi,1246309464.0,GA
Igor Simić,https://en.wikipedia.org/wiki/Igor_Simić,kosovo,1.7,Igor Simić,1222149894.0,Start
Rexhai Surroi,https://en.wikipedia.org/wiki/Rexhai_Surroi,kosovo,1.7,Rexhai Surroi,1233858294.0,Start
Rada Trajković,https://en.wikipedia.org/wiki/Rada_Trajković,kosovo,1.7,Rada Trajković,1177424397.0,Start
Cvetko Veljković,https://en.wikipedia.org/wiki/Cvetko_Veljković,kosovo,1.7,Cvetko Veljković,1133928574.0,Start
Visar Ymeri,https://en.wikipedia.org/wiki/Visar_Ymeri,kosovo,1.7,Visar Ymeri,1248230838.0,Stub
Abdulghaphor Hajjieh,https://en.wikipedia.org/wiki/Abdulghaphor_Hajjieh,kuwait,4.4,Abdulghaphor Hajjieh,1177241162.0,C
Ahmad Abdulwahab Al-Awadhi,https://en.wikipedia.org/wiki/Ahmad_Abdulwahab_Al-Awadhi,kuwait,4.4,Ahmad Abdulwahab Al-Awadhi,1229181962.0,Stub
Ahmad Nasser Al-Mohammad Al-Sabah,https://en.wikipedia.org/wiki/Ahmad_Nasser_Al-Mohammad_Al-Sabah,kuwait,4.4,Ahmad Nasser Al-Mohammad Al-Sabah,1245794305.0,Start
Mubarak Abdullah Al-Ahmad Al-Sabah,https://en.wikipedia.org/wiki/Mubarak_Abdullah_Al-Ahmad_Al-Sabah,kuwait,4.4,Mubarak Abdullah Al-Ahmad Al-Sabah,1223966401.0,Stub
Abdul Wahab Al-Nafisi,https://en.wikipedia.org/wiki/Abdul_Wahab_Al-Nafisi,kuwait,4.4,Abdul Wahab Al-Nafisi,1228860900.0,Stub
Alaa Hussein Ali,https://en.wikipedia.org/wiki/Alaa_Hussein_Ali,kuwait,4.4,Alaa Hussein Ali,1236785010.0,Start
Ali Hussain Al-Awadhi,https://en.wikipedia.org/wiki/Ali_Hussain_Al-Awadhi,kuwait,4.4,Ali Hussain Al-Awadhi,1226320762.0,Start
Saad Bin Tefla,https://en.wikipedia.org/wiki/Saad_Bin_Tefla,kuwait,4.4,Saad Bin Tefla,1248516489.0,Stub
Haitham al-Ghais,https://en.wikipedia.org/wiki/Haitham_al-Ghais,kuwait,4.4,Haitham al-Ghais,1242150119.0,Start
Ali Mohammed Thunayan Al-Ghanim,https://en.wikipedia.org/wiki/Ali_Mohammed_Thunayan_Al-Ghanim,kuwait,4.4,Ali Mohammed Thunayan Al-Ghanim,1228803753.0,Start
Hamad Al-Midlij,https://en.wikipedia.org/wiki/Hamad_Al-Midlij,kuwait,4.4,Hamad Al-Midlij,1245823231.0,Start
Ibrahim Al-Mudhaf,https://en.wikipedia.org/wiki/Ibrahim_Al-Mudhaf,kuwait,4.4,Ibrahim Al-Mudhaf,1160127010.0,Stub
Abdullah Al-Nibari,https://en.wikipedia.org/wiki/Abdullah_Al-Nibari,kuwait,4.4,Abdullah Al-Nibari,1096143240.0,Stub
Obaid Al-Wasmi,https://en.wikipedia.org/wiki/Obaid_Al-Wasmi,kuwait,4.4,Obaid Al-Wasmi,1226748080.0,Start
Salem Al-Ali Al-Sabah,https://en.wikipedia.org/wiki/Salem_Al-Ali_Al-Sabah,kuwait,4.4,Salem Al-Ali Al-Sabah,1241175409.0,C
Thamer Ali Sabah Al-Salem Al-Sabah,https://en.wikipedia.org/wiki/Thamer_Ali_Sabah_Al-Salem_Al-Sabah,kuwait,4.4,Thamer Ali Sabah Al-Salem Al-Sabah,1210778715.0,Start
Mubarak Al-Zwair,https://en.wikipedia.org/wiki/Mubarak_Al-Zwair,kuwait,4.4,Mubarak Al-Zwair,1223430952.0,Stub
Arstanbek Abdyldayev,https://en.wikipedia.org/wiki/Arstanbek_Abdyldayev,kyrgyzstan,6.8,Arstanbek Abdyldayev,1220308001.0,C
Akbaraly Aitikeev,https://en.wikipedia.org/wiki/Akbaraly_Aitikeev,kyrgyzstan,6.8,Akbaraly Aitikeev,1015639087.0,Stub
Bermet Akayeva,https://en.wikipedia.org/wiki/Bermet_Akayeva,kyrgyzstan,6.8,Bermet Akayeva,1158549938.0,Start
Maxim Bakiyev,https://en.wikipedia.org/wiki/Maxim_Bakiyev,kyrgyzstan,6.8,Maxim Bakiyev,1223543314.0,C
Janish Bakiyev,https://en.wikipedia.org/wiki/Janish_Bakiyev,kyrgyzstan,6.8,Janish Bakiyev,1231600218.0,Start
Uran Botobekov,https://en.wikipedia.org/wiki/Uran_Botobekov,kyrgyzstan,6.8,Uran Botobekov,1233612438.0,C
Torokul Dzhanuzakov,https://en.wikipedia.org/wiki/Torokul_Dzhanuzakov,kyrgyzstan,6.8,Torokul Dzhanuzakov,1242155530.0,C
Bayaman Erkinbayev,https://en.wikipedia.org/wiki/Bayaman_Erkinbayev,kyrgyzstan,6.8,Bayaman Erkinbayev,1249803041.0,Start
Kanybek Isakov,https://en.wikipedia.org/wiki/Kanybek_Isakov,kyrgyzstan,6.8,Kanybek Isakov,1180502535.0,Start
Kadyrbek Atambaev,https://en.wikipedia.org/wiki/Kadyrbek_Atambaev,kyrgyzstan,6.8,Kadyrbek Atambaev,1248418462.0,GA
Raimbek Matraimov,https://en.wikipedia.org/wiki/Raimbek_Matraimov,kyrgyzstan,6.8,Raimbek Matraimov,1200629815.0,C
Nurlan Motuev,https://en.wikipedia.org/wiki/Nurlan_Motuev,kyrgyzstan,6.8,Nurlan Motuev,1161320437.0,Stub
Jengishbek Nazaraliev,https://en.wikipedia.org/wiki/Jengishbek_Nazaraliev,kyrgyzstan,6.8,Jengishbek Nazaraliev,1175936809.0,Start
Kanat Sadykov,https://en.wikipedia.org/wiki/Kanat_Sadykov,kyrgyzstan,6.8,Kanat Sadykov,1183177586.0,Stub
Medet Sadyrkulov,https://en.wikipedia.org/wiki/Medet_Sadyrkulov,kyrgyzstan,6.8,Medet Sadyrkulov,1078135902.0,Stub
Dastan Sarygulov,https://en.wikipedia.org/wiki/Dastan_Sarygulov,kyrgyzstan,6.8,Dastan Sarygulov,1238331800.0,Start
Zhusupbek Sharipov,https://en.wikipedia.org/wiki/Zhusupbek_Sharipov,kyrgyzstan,6.8,Zhusupbek Sharipov,1185969301.0,Stub
Sadyk Sher-Niyaz,https://en.wikipedia.org/wiki/Sadyk_Sher-Niyaz,kyrgyzstan,6.8,Sadyk Sher-Niyaz,1246169984.0,C
Maryam Tugambayeva,https://en.wikipedia.org/wiki/Maryam_Tugambayeva,kyrgyzstan,6.8,Maryam Tugambayeva,1081667127.0,Stub
Kham Ouane Boupha,https://en.wikipedia.org/wiki/Kham_Ouane_Boupha,laos,7.5,Kham Ouane Boupha,1213804936.0,C
Sisouk na Champassak,https://en.wikipedia.org/wiki/Sisouk_na_Champassak,laos,7.5,Sisouk na Champassak,1220770872.0,Stub
Faydang Lobliayao,https://en.wikipedia.org/wiki/Faydang_Lobliayao,laos,7.5,Faydang Lobliayao,1239732930.0,Start
Salath Rasasack,https://en.wikipedia.org/wiki/Salath_Rasasack,laos,7.5,Salath Rasasack,1247069795.0,Start
Khamphoui Sisavatdy,https://en.wikipedia.org/wiki/Khamphoui_Sisavatdy,laos,7.5,Khamphoui Sisavatdy,1240657890.0,Start
Baiba Braže,https://en.wikipedia.org/wiki/Baiba_Braže,latvia,1.9,Baiba Braže,1247013022.0,FA
Andris Morozovs,https://en.wikipedia.org/wiki/Andris_Morozovs,latvia,1.9,Andris Morozovs,1216161089.0,Start
Ansis Pūpols,https://en.wikipedia.org/wiki/Ansis_Pūpols,latvia,1.9,Ansis Pūpols,1234717471.0,Stub
Andris Sprūds,https://en.wikipedia.org/wiki/Andris_Sprūds,latvia,1.9,Andris Sprūds,1232107208.0,Start
Kārlis Strēlis,https://en.wikipedia.org/wiki/Kārlis_Strēlis,latvia,1.9,Kārlis Strēlis,1215830999.0,Stub
Andris Šuvajevs,https://en.wikipedia.org/wiki/Andris_Šuvajevs,latvia,1.9,Andris Šuvajevs,1226298857.0,Start
Aiva Vīksna,https://en.wikipedia.org/wiki/Aiva_Vīksna,latvia,1.9,Aiva Vīksna,1250733174.0,Start
Massoud Achkar,https://en.wikipedia.org/wiki/Massoud_Achkar,lebanon,5.4,Massoud Achkar,1178454897.0,Stub
Shakib Arslan,https://en.wikipedia.org/wiki/Shakib_Arslan,lebanon,5.4,Shakib Arslan,1250176770.0,C
Hanna Atik,https://en.wikipedia.org/wiki/Hanna_Atik,lebanon,5.4,Hanna Atik,1234053602.0,C
Emile Bustani,https://en.wikipedia.org/wiki/Emile_Bustani,lebanon,5.4,Emile Bustani,1243345393.0,Start
Mikhael Daher,https://en.wikipedia.org/wiki/Mikhael_Daher,lebanon,5.4,Mikhael Daher,1176998437.0,Start
Faisal Daoud,https://en.wikipedia.org/wiki/Faisal_Daoud,lebanon,5.4,Faisal Daoud,1206210906.0,Stub
Sarkis Dkhrouni,https://en.wikipedia.org/wiki/Sarkis_Dkhrouni,lebanon,5.4,Sarkis Dkhrouni,1177977114.0,Start
Michel Elefteriades,https://en.wikipedia.org/wiki/Michel_Elefteriades,lebanon,5.4,Michel Elefteriades,1240220123.0,GA
Elias Hankash,https://en.wikipedia.org/wiki/Elias_Hankash,lebanon,5.4,Elias Hankash,1249301125.0,Start
Inaya Ezzeddine,https://en.wikipedia.org/wiki/Inaya_Ezzeddine,lebanon,5.4,Inaya Ezzeddine,1146424286.0,Stub
Fakhr Fakhr,https://en.wikipedia.org/wiki/Fakhr_Fakhr,lebanon,5.4,Fakhr Fakhr,1145193194.0,Stub
Tony Frangieh Jr.,https://en.wikipedia.org/wiki/Tony_Frangieh_Jr.,lebanon,5.4,Tony Frangieh Jr.,1249040830.0,Start
Nabil de Freige,https://en.wikipedia.org/wiki/Nabil_de_Freige,lebanon,5.4,Nabil de Freige,1144582226.0,Stub
Nicolas Ghosn,https://en.wikipedia.org/wiki/Nicolas_Ghosn,lebanon,5.4,Nicolas Ghosn,1239828763.0,Stub
Mohammad Al Hajj Hassan,https://en.wikipedia.org/wiki/Mohammad_Al_Hajj_Hassan,lebanon,5.4,Mohammad Al Hajj Hassan,1248448932.0,Stub
Wassef El Harakeh,https://en.wikipedia.org/wiki/Wassef_El_Harakeh,lebanon,5.4,Wassef El Harakeh,1218132887.0,Start
Ziad Hawat,https://en.wikipedia.org/wiki/Ziad_Hawat,lebanon,5.4,Ziad Hawat,1236388246.0,Start
Saadallah Howayek,https://en.wikipedia.org/wiki/Saadallah_Howayek,lebanon,5.4,Saadallah Howayek,1178977346.0,Start
Violette Khairallah Safadi,https://en.wikipedia.org/wiki/Violette_Khairallah_Safadi,lebanon,5.4,Violette Khairallah Safadi,1251002284.0,Start
Albert Kostanian,https://en.wikipedia.org/wiki/Albert_Kostanian,lebanon,5.4,Albert Kostanian,1184196053.0,Start
Ibrahim Kulaylat,https://en.wikipedia.org/wiki/Ibrahim_Kulaylat,lebanon,5.4,Ibrahim Kulaylat,1157443233.0,Start
Cesar Maalouf,https://en.wikipedia.org/wiki/Cesar_Maalouf,lebanon,5.4,Cesar Maalouf,1204724753.0,Stub
Fadi Makki,https://en.wikipedia.org/wiki/Fadi_Makki,lebanon,5.4,Fadi Makki,1208651297.0,Start
Chibli Mallat,https://en.wikipedia.org/wiki/Chibli_Mallat,lebanon,5.4,Chibli Mallat,1238777882.0,C
Chadi Massaad,https://en.wikipedia.org/wiki/Chadi_Massaad,lebanon,5.4,Chadi Massaad,1208546106.0,Start
Bassam Mawlawi,https://en.wikipedia.org/wiki/Bassam_Mawlawi,lebanon,5.4,Bassam Mawlawi,1225744507.0,Stub
Kayssar Moawad,https://en.wikipedia.org/wiki/Kayssar_Moawad,lebanon,5.4,Kayssar Moawad,972676618.0,Stub
Mounir El Hajj,https://en.wikipedia.org/wiki/Mounir_El_Hajj,lebanon,5.4,Mounir El Hajj,1249040636.0,Start
Muhammad Jamil Bayham,https://en.wikipedia.org/wiki/Muhammad_Jamil_Bayham,lebanon,5.4,Muhammad Jamil Bayham,1230360128.0,C
Naoum Labaki,https://en.wikipedia.org/wiki/Naoum_Labaki,lebanon,5.4,Naoum Labaki,1189592060.0,Stub
Chafic Nassif,https://en.wikipedia.org/wiki/Chafic_Nassif,lebanon,5.4,Chafic Nassif,1249040415.0,Stub
Mohamad Osseiran,https://en.wikipedia.org/wiki/Mohamad_Osseiran,lebanon,5.4,Mohamad Osseiran,1248448958.0,Stub
Vahan Papazian,https://en.wikipedia.org/wiki/Vahan_Papazian,lebanon,5.4,Vahan Papazian,1162302149.0,Start
Philippe El Khazen,https://en.wikipedia.org/wiki/Philippe_El_Khazen,lebanon,5.4,Philippe El Khazen,1159952192.0,Start
Pierre Bou Assi,https://en.wikipedia.org/wiki/Pierre_Bou_Assi,lebanon,5.4,Pierre Bou Assi,1248727867.0,C
Renewal Bloc,https://en.wikipedia.org/wiki/Renewal_Bloc,lebanon,5.4,Renewal Bloc,1194299690.0,Stub
Edmond Rizk,https://en.wikipedia.org/wiki/Edmond_Rizk,lebanon,5.4,Edmond Rizk,1249040425.0,Start
Fady Saad,https://en.wikipedia.org/wiki/Fady_Saad,lebanon,5.4,Fady Saad,1212762124.0,Stub
Osama Saad,https://en.wikipedia.org/wiki/Osama_Saad,lebanon,5.4,Osama Saad,1184368317.0,Start
Waddah Sadek,https://en.wikipedia.org/wiki/Waddah_Sadek,lebanon,5.4,Waddah Sadek,1206306677.0,Start
Alice Shabtini,https://en.wikipedia.org/wiki/Alice_Shabtini,lebanon,5.4,Alice Shabtini,1059832647.0,Stub
Abu Youssef Sharqieh,https://en.wikipedia.org/wiki/Abu_Youssef_Sharqieh,lebanon,5.4,Abu Youssef Sharqieh,1151531086.0,Stub
Joseph Skaff,https://en.wikipedia.org/wiki/Joseph_Skaff,lebanon,5.4,Joseph Skaff,1241392541.0,Start
Myriam Skaff,https://en.wikipedia.org/wiki/Myriam_Skaff,lebanon,5.4,Myriam Skaff,1234087608.0,Start
Maurice Sleem,https://en.wikipedia.org/wiki/Maurice_Sleem,lebanon,5.4,Maurice Sleem,1242646324.0,Start
Mounira Solh,https://en.wikipedia.org/wiki/Mounira_Solh,lebanon,5.4,Mounira Solh,1216097644.0,C
Fares Souaid,https://en.wikipedia.org/wiki/Fares_Souaid,lebanon,5.4,Fares Souaid,1246818700.0,Start
Strong Lebanon,https://en.wikipedia.org/wiki/Strong_Lebanon,lebanon,5.4,Strong Lebanon,1250819432.0,Start
Imad Wakim,https://en.wikipedia.org/wiki/Imad_Wakim,lebanon,5.4,Imad Wakim,1212761423.0,Stub
Amal Abou Zeid,https://en.wikipedia.org/wiki/Amal_Abou_Zeid,lebanon,5.4,Amal Abou Zeid,1174117279.0,Start
Camille Ziade,https://en.wikipedia.org/wiki/Camille_Ziade,lebanon,5.4,Camille Ziade,1158582098.0,Stub
Tsepo Mzonethi,https://en.wikipedia.org/wiki/Tsepo_Mzonethi,lesotho,2.3,Tsepo Mzonethi,1240673245.0,Stub
Maphoka Motoboli,https://en.wikipedia.org/wiki/Maphoka_Motoboli,lesotho,2.3,Maphoka Motoboli,1135268318.0,Stub
Keketso Rantso,https://en.wikipedia.org/wiki/Keketso_Rantso,lesotho,2.3,Keketso Rantso,1149446685.0,Stub
Tlohang Sekhamane,https://en.wikipedia.org/wiki/Tlohang_Sekhamane,lesotho,2.3,Tlohang Sekhamane,1212087531.0,Stub
Lebohang Thotanyane,https://en.wikipedia.org/wiki/Lebohang_Thotanyane,lesotho,2.3,Lebohang Thotanyane,1248236469.0,Stub
Thomas Nimene Botoe,https://en.wikipedia.org/wiki/Thomas_Nimene_Botoe,liberia,5.4,Thomas Nimene Botoe,1210293916.0,Stub
Laurence Konmla Bropleh,https://en.wikipedia.org/wiki/Laurence_Konmla_Bropleh,liberia,5.4,Laurence Konmla Bropleh,1234021203.0,C
Ellen Corkrum,https://en.wikipedia.org/wiki/Ellen_Corkrum,liberia,5.4,Ellen Corkrum,1159392843.0,Start
Alexander B. Cummings Jr.,https://en.wikipedia.org/wiki/Alexander_B._Cummings_Jr.,liberia,5.4,Alexander B. Cummings Jr.,1249700275.0,C
Bernice Dahn,https://en.wikipedia.org/wiki/Bernice_Dahn,liberia,5.4,Bernice Dahn,1065553283.0,Start
Kai G. Farley,https://en.wikipedia.org/wiki/Kai_G._Farley,liberia,5.4,Kai G. Farley,1211141929.0,Stub
Josiah Johnson,https://en.wikipedia.org/wiki/Josiah_Johnson,liberia,5.4,Josiah Johnson,1221925167.0,Start
Wesley Momo Johnson,https://en.wikipedia.org/wiki/Wesley_Momo_Johnson,liberia,5.4,Wesley Momo Johnson,1233531197.0,Stub
Boima Kamara,https://en.wikipedia.org/wiki/Boima_Kamara,liberia,5.4,Boima Kamara,1236123189.0,Stub
Janga Augustus Kowo,https://en.wikipedia.org/wiki/Janga_Augustus_Kowo,liberia,5.4,Janga Augustus Kowo,1218745633.0,Stub
J. Edwin Lloyd,https://en.wikipedia.org/wiki/J._Edwin_Lloyd,liberia,5.4,J. Edwin Lloyd,1234365993.0,Start
Momulu Massaquoi,https://en.wikipedia.org/wiki/Momulu_Massaquoi,liberia,5.4,Momulu Massaquoi,1246152230.0,Start
Nathaniel Varney Massaquoi,https://en.wikipedia.org/wiki/Nathaniel_Varney_Massaquoi,liberia,5.4,Nathaniel Varney Massaquoi,1102401865.0,Start
Edward B. McClain Jr.,https://en.wikipedia.org/wiki/Edward_B._McClain_Jr.,liberia,5.4,Edward B. McClain Jr.,1185672852.0,Stub
Eugene Lenn Nagbe,https://en.wikipedia.org/wiki/Eugene_Lenn_Nagbe,liberia,5.4,Eugene Lenn Nagbe,1240163802.0,Start
John Brown Russwurm,https://en.wikipedia.org/wiki/John_Brown_Russwurm,liberia,5.4,John Brown Russwurm,1225468806.0,C
Clarence Lorenzo Simpson Jr.,https://en.wikipedia.org/wiki/Clarence_Lorenzo_Simpson_Jr.,liberia,5.4,Clarence Lorenzo Simpson Jr.,1181575494.0,C
Ellen Johnson Sirleaf,https://en.wikipedia.org/wiki/Ellen_Johnson_Sirleaf,liberia,5.4,Ellen Johnson Sirleaf,1244504845.0,B
Jeremiah Sulunteh,https://en.wikipedia.org/wiki/Jeremiah_Sulunteh,liberia,5.4,Jeremiah Sulunteh,1249835446.0,Start
Alaric Tokpa,https://en.wikipedia.org/wiki/Alaric_Tokpa,liberia,5.4,Alaric Tokpa,1183708441.0,Stub
E. Reginald Townsend,https://en.wikipedia.org/wiki/E._Reginald_Townsend,liberia,5.4,E. Reginald Townsend,1247535227.0,C
William Tubman,https://en.wikipedia.org/wiki/William_Tubman,liberia,5.4,William Tubman,1249700084.0,C
Samuel Tweah,https://en.wikipedia.org/wiki/Samuel_Tweah,liberia,5.4,Samuel Tweah,1238850652.0,Stub
Blahsue Vonleh,https://en.wikipedia.org/wiki/Blahsue_Vonleh,liberia,5.4,Blahsue Vonleh,1158703245.0,Stub
Tom Woewiyu,https://en.wikipedia.org/wiki/Tom_Woewiyu,liberia,5.4,Tom Woewiyu,1218952304.0,C
Ahmed Rafiq Almhadoui,https://en.wikipedia.org/wiki/Ahmed_Rafiq_Almhadoui,libya,6.9,Ahmed Rafiq Almhadoui,1236481840.0,Start
Mohamed Abulasʽad El-ʽAlem,https://en.wikipedia.org/wiki/Mohamed_Abulasʽad_El-ʽAlem,libya,6.9,Mohamed Abulasʽad El-ʽAlem,978820765.0,Stub
Abd-Rabbo al-Barassi,https://en.wikipedia.org/wiki/Abd-Rabbo_al-Barassi,libya,6.9,Abd-Rabbo al-Barassi,1245381256.0,Stub
Fathi Bashagha,https://en.wikipedia.org/wiki/Fathi_Bashagha,libya,6.9,Fathi Bashagha,1245556589.0,C
Mohamed Ben Ghalbon,https://en.wikipedia.org/wiki/Mohamed_Ben_Ghalbon,libya,6.9,Mohamed Ben Ghalbon,1243025312.0,C
Ahmad Bishti,https://en.wikipedia.org/wiki/Ahmad_Bishti,libya,6.9,Ahmad Bishti,1243766987.0,Stub
Abdul Hamid Dbeibeh,https://en.wikipedia.org/wiki/Abdul_Hamid_Dbeibeh,libya,6.9,Abdul Hamid Dbeibeh,1250912864.0,C
Ehtuish Ehtuish,https://en.wikipedia.org/wiki/Ehtuish_Ehtuish,libya,6.9,Ehtuish Ehtuish,1188088601.0,Start
Mohamed Eshtewi,https://en.wikipedia.org/wiki/Mohamed_Eshtewi,libya,6.9,Mohamed Eshtewi,1220293334.0,C
Ahmed Gaddaf al-Dam,https://en.wikipedia.org/wiki/Ahmed_Gaddaf_al-Dam,libya,6.9,Ahmed Gaddaf al-Dam,1241321839.0,C
Hisham Ben Ghalbon,https://en.wikipedia.org/wiki/Hisham_Ben_Ghalbon,libya,6.9,Hisham Ben Ghalbon,1246847069.0,C
Khalifa Haftar,https://en.wikipedia.org/wiki/Khalifa_Haftar,libya,6.9,Khalifa Haftar,1250643095.0,FA
El Waer Hakim,https://en.wikipedia.org/wiki/El_Waer_Hakim,libya,6.9,El Waer Hakim,1179350295.0,Start
