name,country,Population,revision_id,article_quality,Region,Region_Population
Alexey Pleshakov,russia,146.9,1158232091.0,Stub,EASTERN EUROPE,285.0
Andrey Podavalov,russia,146.9,1197255313.0,Stub,EASTERN EUROPE,285.0
Konstantin Polezhayev,russia,146.9,1243514436.0,Start,EASTERN EUROPE,285.0
Anatoly Popov,russia,146.9,1220415963.0,Stub,EASTERN EUROPE,285.0
Viktor Rashnikov,russia,146.9,1225909403.0,C,EASTERN EUROPE,285.0
Vladimir Samozhenkov,russia,146.9,1194226810.0,Stub,EASTERN EUROPE,285.0
Valery Saykin,russia,146.9,1232295149.0,Stub,EASTERN EUROPE,285.0
Yury Semyonov,russia,146.9,1228650556.0,Stub,EASTERN EUROPE,285.0
Sergey Ochurdyapov,russia,146.9,1230123216.0,C,EASTERN EUROPE,285.0
Yevgeny Shaposhnikov,russia,146.9,1245834317.0,C,EASTERN EUROPE,285.0
Oleg Shishkin (politician),russia,146.9,1229916955.0,Start,EASTERN EUROPE,285.0
Evgeny Shkolov,russia,146.9,1236475217.0,C,EASTERN EUROPE,285.0
Alexander Shkurko,russia,146.9,1203800155.0,Stub,EASTERN EUROPE,285.0
Aleksandr Shlyakhturov,russia,146.9,1225906656.0,Stub,EASTERN EUROPE,285.0
Sergei Smirnov (intelligence officer),russia,146.9,1243511085.0,Start,EASTERN EUROPE,285.0
Yevgeny Solntsev,russia,146.9,1241052040.0,C,EASTERN EUROPE,285.0
Sergei Storchak,russia,146.9,1152406729.0,Start,EASTERN EUROPE,285.0
Aleksandr Surat,russia,146.9,1207744067.0,Stub,EASTERN EUROPE,285.0
Konstantin Surikov,russia,146.9,1213491122.0,Start,EASTERN EUROPE,285.0
Alexander Tarasov,russia,146.9,1242552236.0,GA,EASTERN EUROPE,285.0
Sergei Tiulpanov,russia,146.9,1219968086.0,Start,EASTERN EUROPE,285.0
Sergey Tsoy,russia,146.9,1216160746.0,Stub,EASTERN EUROPE,285.0
Dimitry Vasiliev,russia,146.9,1171387268.0,Start,EASTERN EUROPE,285.0
Aleksandr Verkhovsky,russia,146.9,1232801958.0,C,EASTERN EUROPE,285.0
Sergey Verlin,russia,146.9,1156541234.0,Stub,EASTERN EUROPE,285.0
Lola Voronina,russia,146.9,1163661885.0,Stub,EASTERN EUROPE,285.0
Stanislav Voskresensky,russia,146.9,1250005669.0,C,EASTERN EUROPE,285.0
Oleg Vyugin,russia,146.9,1206190790.0,Start,EASTERN EUROPE,285.0
Vasily Yakemenko,russia,146.9,1248915061.0,C,EASTERN EUROPE,285.0
Nikolai Yegorov (politician),russia,146.9,1180943494.0,Stub,EASTERN EUROPE,285.0
Vadim Zagladin,russia,146.9,1238081098.0,Start,EASTERN EUROPE,285.0
Yury Zaostrovtsev,russia,146.9,1246393275.0,Stub,EASTERN EUROPE,285.0
Valery Zorkin,russia,146.9,1246990507.0,C,EASTERN EUROPE,285.0
Jacques Bihozagara,rwanda,14.1,1140307476.0,Start,EASTERN AFRICA,483.0
Fulgence Nsengiyumva,rwanda,14.1,1219242575.0,Stub,EASTERN AFRICA,483.0
Jean-Marie Vianney Gatabazi,rwanda,14.1,1226804014.0,Start,EASTERN AFRICA,483.0
Emmanuel Havugimana,rwanda,14.1,1228471757.0,C,EASTERN AFRICA,483.0
Patrick Karegeya,rwanda,14.1,1245586717.0,GA,EASTERN AFRICA,483.0
Alexandre Lyambabaje,rwanda,14.1,1170468510.0,Start,EASTERN AFRICA,483.0
Thomas Nahimana,rwanda,14.1,1235038071.0,Start,EASTERN AFRICA,483.0
Fatuma Ndangiza,rwanda,14.1,1215115865.0,GA,EASTERN AFRICA,483.0
François Ngarukiyintwali,rwanda,14.1,1225574614.0,Stub,EASTERN AFRICA,483.0
Manasseh Nshuti,rwanda,14.1,1235371819.0,Start,EASTERN AFRICA,483.0
Bernard Ntaganda,rwanda,14.1,1230534850.0,Stub,EASTERN AFRICA,483.0
Valerie Nyirahabineza,rwanda,14.1,1230744729.0,C,EASTERN AFRICA,483.0
Dancilla Nyirarugero,rwanda,14.1,1168220939.0,Start,EASTERN AFRICA,483.0
Tharcisse Renzaho,rwanda,14.1,1103863452.0,Start,EASTERN AFRICA,483.0
Jean de Dieu Rurangirwa,rwanda,14.1,1183647425.0,Stub,EASTERN AFRICA,483.0
Protais Zigiranyirazo,rwanda,14.1,1144520217.0,C,EASTERN AFRICA,483.0
Robelto Hector,st. kitts and nevis,0.1,1176972122.0,Stub,CARIBBEAN,44.0
Eustace John,st. kitts and nevis,0.1,1214783253.0,Stub,CARIBBEAN,44.0
Shirley Skerrit-Andrew,st. kitts and nevis,0.1,1176970119.0,Stub,CARIBBEAN,44.0
Hilford Deterville,st. lucia,0.2,1239360930.0,Stub,CARIBBEAN,44.0
Henry Giraudy,st. lucia,0.2,1242478868.0,Stub,CARIBBEAN,44.0
Ricky Skerritt,st. lucia,0.2,1250318110.0,Start,CARIBBEAN,44.0
Benarva Browne,st. vincent and the grenadines,0.1,1176248040.0,Start,CARIBBEAN,44.0
Kenneth John,st. vincent and the grenadines,0.1,1177305044.0,Start,CARIBBEAN,44.0
Gertrude Protain,st. vincent and the grenadines,0.1,1231988546.0,C,CARIBBEAN,44.0
Alphonso Theodore Roberts,st. vincent and the grenadines,0.1,1198974259.0,Start,CARIBBEAN,44.0
Miguel Álvarez Castro,el salvador,6.4,1225471880.0,Start,CENTRAL AMERICA,182.0
Mario Antonio Andino,el salvador,6.4,1171961571.0,Stub,CENTRAL AMERICA,182.0
Antonio Gutiérrez y Ulloa,el salvador,6.4,1232042818.0,C,CENTRAL AMERICA,182.0
José Ramón Ávalos Navarrete,el salvador,6.4,1207430683.0,Stub,CENTRAL AMERICA,182.0
José Alejandro de Aycinena,el salvador,6.4,1231096508.0,Start,CENTRAL AMERICA,182.0
Walter Béneke,el salvador,6.4,1233484385.0,GA,CENTRAL AMERICA,182.0
Reinaldo Carballo,el salvador,6.4,1245814863.0,GA,CENTRAL AMERICA,182.0
Fabio Castillo Figueroa,el salvador,6.4,1209426449.0,Stub,CENTRAL AMERICA,182.0
Ernesto Antonio Claramount Roseville,el salvador,6.4,1232852938.0,Start,CENTRAL AMERICA,182.0
Héctor Dada Hirezi,el salvador,6.4,1242670109.0,Stub,CENTRAL AMERICA,182.0
Carmen Elena Figueroa,el salvador,6.4,1182289482.0,Stub,CENTRAL AMERICA,182.0
Manuel Flores (Salvadoran politician),el salvador,6.4,1239189530.0,GA,CENTRAL AMERICA,182.0
Hugo Lindo,el salvador,6.4,1236826343.0,C,CENTRAL AMERICA,182.0
Gustavo López Davidson,el salvador,6.4,1231944840.0,Start,CENTRAL AMERICA,182.0
Román Mayorga Quirós,el salvador,6.4,1171434505.0,Stub,CENTRAL AMERICA,182.0
José Antonio Morales Ehrlich,el salvador,6.4,1231944861.0,Stub,CENTRAL AMERICA,182.0
Claudia Ortiz (El Salvador),el salvador,6.4,1231969782.0,Start,CENTRAL AMERICA,182.0
Aníbal Portillo,el salvador,6.4,1114960545.0,Stub,CENTRAL AMERICA,182.0
Eeileen Romero,el salvador,6.4,1231944785.0,Start,CENTRAL AMERICA,182.0
Rubén Alonso Rosales,el salvador,6.4,1249085177.0,Start,CENTRAL AMERICA,182.0
José Gregorio Salazar,el salvador,6.4,1229765870.0,Start,CENTRAL AMERICA,182.0
Javier Simán,el salvador,6.4,1242201651.0,Start,CENTRAL AMERICA,182.0
Guillermo Ungo,el salvador,6.4,1209426341.0,Stub,CENTRAL AMERICA,182.0
José Francisco Valiente,el salvador,6.4,1170230028.0,Stub,CENTRAL AMERICA,182.0
José Arturo Vásquez Machado,el salvador,6.4,1247468718.0,Start,CENTRAL AMERICA,182.0
Juan Vicente Villacorta,el salvador,6.4,1232029588.0,Start,CENTRAL AMERICA,182.0
César Yanes Urías,el salvador,6.4,1231944759.0,Stub,CENTRAL AMERICA,182.0
Xavier Zablah Bukele,el salvador,6.4,1241139820.0,Start,CENTRAL AMERICA,182.0
Sua Rimoni Ah Chong,samoa,0.2,1244197213.0,C,OCEANIA,45.0
Le Mamea Matatumua Ata,samoa,0.2,1244204310.0,Start,OCEANIA,45.0
William Coe (governor),samoa,0.2,1244368584.0,Stub,OCEANIA,45.0
Va'aelua Eti Alesana,samoa,0.2,1244197543.0,Start,OCEANIA,45.0
Lauaki Namulauulu Mamoe,samoa,0.2,1229475887.0,C,OCEANIA,45.0
Tui Manuʻa Elisala,samoa,0.2,1161001032.0,C,OCEANIA,45.0
Toleʻafoa Solomona Toʻailoa,samoa,0.2,1244203105.0,Stub,OCEANIA,45.0
Tamaseu Leni Warren,samoa,0.2,1244203194.0,Stub,OCEANIA,45.0
Abdullah bin Faisal Al Saud (1831–1889),saudi arabia,36.9,1245670134.0,GA,WESTERN ASIA,299.0
Abdullatif bin Abdulaziz Al-Sheikh,saudi arabia,36.9,1247311135.0,Stub,WESTERN ASIA,299.0
Dahham ibn Dawwas,saudi arabia,36.9,1249476465.0,Start,WESTERN ASIA,299.0
Faisal bin Turki Al Saud (1785–1865),saudi arabia,36.9,1245654920.0,GA,WESTERN ASIA,299.0
Khalid bin Saud Al Saud (1811–1865),saudi arabia,36.9,1247313877.0,C,WESTERN ASIA,299.0
Armand-Pierre Angrand,senegal,18.3,1061043624.0,Stub,WESTERN AFRICA,442.0
Léopold Angrand,senegal,18.3,1176928408.0,Stub,WESTERN AFRICA,442.0
Alioune Badara Cissé,senegal,18.3,1199936144.0,Start,WESTERN AFRICA,442.0
Landing Badji,senegal,18.3,1221300359.0,Stub,WESTERN AFRICA,442.0
Cheikh Abdoul Khadre Cissokho,senegal,18.3,1226291269.0,Stub,WESTERN AFRICA,442.0
Modou Dia,senegal,18.3,1093235453.0,Stub,WESTERN AFRICA,442.0
Karamba Diaby,senegal,18.3,1248936838.0,C,WESTERN AFRICA,442.0
Youssou Diagne,senegal,18.3,1122757499.0,Stub,WESTERN AFRICA,442.0
Ibrahima Diallo (politician),senegal,18.3,1177650317.0,Stub,WESTERN AFRICA,442.0
Alioune Diop,senegal,18.3,1233027724.0,Start,WESTERN AFRICA,442.0
Amadou Mame Diop,senegal,18.3,1247447514.0,Start,WESTERN AFRICA,442.0
Makhtar Diop,senegal,18.3,1243625708.0,C,WESTERN AFRICA,442.0
Ngalandou Diouf,senegal,18.3,1244200749.0,Start,WESTERN AFRICA,442.0
Cheikh Sadibou Fall,senegal,18.3,1128458376.0,Start,WESTERN AFRICA,442.0
Abbas Gueye,senegal,18.3,1187261448.0,Stub,WESTERN AFRICA,442.0
Maïmouna Kane,senegal,18.3,1112938840.0,Stub,WESTERN AFRICA,442.0
Louis Le Gros,senegal,18.3,1183769164.0,Stub,WESTERN AFRICA,442.0
Amadou-Mahtar M'Bow,senegal,18.3,1250208947.0,C,WESTERN AFRICA,442.0
Abdoul Aziz Mbaye,senegal,18.3,1167669897.0,Start,WESTERN AFRICA,442.0
Alioune Badara M'Bengue,senegal,18.3,1246298766.0,Stub,WESTERN AFRICA,442.0
Penda Mbow,senegal,18.3,1152886496.0,Start,WESTERN AFRICA,442.0
Mamadou Bamba Ndiaye,senegal,18.3,1180233069.0,Stub,WESTERN AFRICA,442.0
Marième Ndiaye,senegal,18.3,1233246343.0,Stub,WESTERN AFRICA,442.0
Ndioro Ndiaye,senegal,18.3,1229876012.0,Start,WESTERN AFRICA,442.0
Khalilou Sall,senegal,18.3,1109928120.0,Stub,WESTERN AFRICA,442.0
Alioune Sarr,senegal,18.3,1131649220.0,C,WESTERN AFRICA,442.0
Assane Seck,senegal,18.3,1243288959.0,Stub,WESTERN AFRICA,442.0
Léopold Sédar Senghor,senegal,18.3,1248475218.0,B,WESTERN AFRICA,442.0
Louis Jacques Senghor,senegal,18.3,1093235015.0,Stub,WESTERN AFRICA,442.0
Fatimata Seye Sylla,senegal,18.3,1199198709.0,Start,WESTERN AFRICA,442.0
Moustapha Sourang,senegal,18.3,1229875469.0,Start,WESTERN AFRICA,442.0
Branislav Andjelić,serbia,6.6,1216083276.0,C,SOUTHERN EUROPE,152.0
Dragan Andrić (politician),serbia,6.6,1215341163.0,C,SOUTHERN EUROPE,152.0
Shqiprim Arifi,serbia,6.6,1245996635.0,Start,SOUTHERN EUROPE,152.0
Ljiljana Beronja,serbia,6.6,1215345234.0,Start,SOUTHERN EUROPE,152.0
Sava Bjelanović,serbia,6.6,1248639747.0,Start,SOUTHERN EUROPE,152.0
Radmilo Bogdanović,serbia,6.6,1248776436.0,C,SOUTHERN EUROPE,152.0
Adam Bogosavljević,serbia,6.6,1231411435.0,Start,SOUTHERN EUROPE,152.0
Melko Čingrija,serbia,6.6,1120771298.0,Start,SOUTHERN EUROPE,152.0
Dragoslav Ćirković,serbia,6.6,1067963386.0,Stub,SOUTHERN EUROPE,152.0
Jovan Ćirković,serbia,6.6,1123984236.0,Start,SOUTHERN EUROPE,152.0
Dobrica Ćosić,serbia,6.6,1244959827.0,C,SOUTHERN EUROPE,152.0
Branislav Crnčević,serbia,6.6,1216623573.0,Start,SOUTHERN EUROPE,152.0
Jovan Dejanović (politician),serbia,6.6,1243511775.0,Stub,SOUTHERN EUROPE,152.0
Stojimir Dobrosavljević,serbia,6.6,1241316637.0,Stub,SOUTHERN EUROPE,152.0
Petar Dobrović,serbia,6.6,1250714747.0,Start,SOUTHERN EUROPE,152.0
Đura Dokić,serbia,6.6,1219748435.0,Start,SOUTHERN EUROPE,152.0
Panta Draškić,serbia,6.6,1241316628.0,Start,SOUTHERN EUROPE,152.0
Danica Drašković,serbia,6.6,1250515868.0,GA,SOUTHERN EUROPE,152.0
Milorad Drašković,serbia,6.6,1243519469.0,Start,SOUTHERN EUROPE,152.0
Željko Fajfrić,serbia,6.6,1226700669.0,Stub,SOUTHERN EUROPE,152.0
Vlada Ilić,serbia,6.6,1243519452.0,GA,SOUTHERN EUROPE,152.0
Trivo Inđić,serbia,6.6,1122747074.0,Start,SOUTHERN EUROPE,152.0
Antonije Isaković,serbia,6.6,1226317296.0,Stub,SOUTHERN EUROPE,152.0
Oliver Ivanović,serbia,6.6,1250190967.0,B,SOUTHERN EUROPE,152.0
Golub Janić,serbia,6.6,1179504119.0,Start,SOUTHERN EUROPE,152.0
Dragić Joksimović,serbia,6.6,1100853216.0,Stub,SOUTHERN EUROPE,152.0
Dragutin Jovanović-Lune,serbia,6.6,1226933273.0,Start,SOUTHERN EUROPE,152.0
Dragan Jovanović (Yugoslav politician),serbia,6.6,1110036654.0,Stub,SOUTHERN EUROPE,152.0
Stevan Knićanin,serbia,6.6,1249043914.0,C,SOUTHERN EUROPE,152.0
Milan Komnenić,serbia,6.6,1243511522.0,Start,SOUTHERN EUROPE,152.0
Josif Kostić,serbia,6.6,1207040998.0,Stub,SOUTHERN EUROPE,152.0
Drago Kovačević,serbia,6.6,1106827460.0,Start,SOUTHERN EUROPE,152.0
Milan Kovačević,serbia,6.6,1214993232.0,Start,SOUTHERN EUROPE,152.0
Bogoljub Kujundžić,serbia,6.6,1227405941.0,Start,SOUTHERN EUROPE,152.0
Ognjen Kuzmanović,serbia,6.6,1165558351.0,Stub,SOUTHERN EUROPE,152.0
Stjepan Mitrov Ljubiša,serbia,6.6,1240189643.0,C,SOUTHERN EUROPE,152.0
Panta Lunjevica,serbia,6.6,1249895893.0,Start,SOUTHERN EUROPE,152.0
Čedomir Marjanović,serbia,6.6,1250992009.0,Stub,SOUTHERN EUROPE,152.0
Svetozar Marković,serbia,6.6,1250714865.0,C,SOUTHERN EUROPE,152.0
Dobrica Matković,serbia,6.6,1178306655.0,Stub,SOUTHERN EUROPE,152.0
Bogdan Medaković,serbia,6.6,1202961657.0,Start,SOUTHERN EUROPE,152.0
Miroslava Milenović,serbia,6.6,1174745856.0,Start,SOUTHERN EUROPE,152.0
Stevan Milosavljević,serbia,6.6,1072287796.0,Start,SOUTHERN EUROPE,152.0
Jevrem Nenadović,serbia,6.6,1233236004.0,Start,SOUTHERN EUROPE,152.0
Radovan Ničić,serbia,6.6,1099986846.0,Stub,SOUTHERN EUROPE,152.0
Svetozar Pribićević,serbia,6.6,1244954755.0,C,SOUTHERN EUROPE,152.0
Medo Pucić,serbia,6.6,1209507523.0,C,SOUTHERN EUROPE,152.0
Zoran Radojičić,serbia,6.6,1243519591.0,Start,SOUTHERN EUROPE,152.0
Miloš Radosavljević (politician),serbia,6.6,1216209091.0,Stub,SOUTHERN EUROPE,152.0
Žika Rafajlović,serbia,6.6,1245830899.0,Start,SOUTHERN EUROPE,152.0
Goran Rakić,serbia,6.6,1250189215.0,C,SOUTHERN EUROPE,152.0
Dušan Salatić,serbia,6.6,1152346392.0,Stub,SOUTHERN EUROPE,152.0
Aleksandar Sandić,serbia,6.6,1233289717.0,C,SOUTHERN EUROPE,152.0
Miloš Savčić,serbia,6.6,1250921582.0,FA,SOUTHERN EUROPE,152.0
Arsenije Sečujac,serbia,6.6,1246835742.0,Start,SOUTHERN EUROPE,152.0
Stojan Simić,serbia,6.6,1222137325.0,Start,SOUTHERN EUROPE,152.0
Milan Smiljanić (priest),serbia,6.6,1250998675.0,Start,SOUTHERN EUROPE,152.0
Jovica Stanišić,serbia,6.6,1243519332.0,GA,SOUTHERN EUROPE,152.0
Dragiša Stojadinović,serbia,6.6,1178306734.0,C,SOUTHERN EUROPE,152.0
"Nikola Stojanović (politician, born 1880)",serbia,6.6,1208982210.0,GA,SOUTHERN EUROPE,152.0
Savo Štrbac,serbia,6.6,1222101781.0,Start,SOUTHERN EUROPE,152.0
Ilija Šumenković,serbia,6.6,1160296340.0,Start,SOUTHERN EUROPE,152.0
Ranko Tajsić,serbia,6.6,1170120242.0,Start,SOUTHERN EUROPE,152.0
Teodosije Maričević,serbia,6.6,1232443957.0,Start,SOUTHERN EUROPE,152.0
Mirko Tepavac,serbia,6.6,1243511560.0,Stub,SOUTHERN EUROPE,152.0
Lazar Tomanović,serbia,6.6,1243083023.0,Start,SOUTHERN EUROPE,152.0
Miloš Trifunović (politician),serbia,6.6,1243519233.0,GA,SOUTHERN EUROPE,152.0
Miloš Trivunac,serbia,6.6,1249536547.0,Start,SOUTHERN EUROPE,152.0
Dimitrije Tucović,serbia,6.6,1249503722.0,C,SOUTHERN EUROPE,152.0
Milorad Unković,serbia,6.6,1243519686.0,Stub,SOUTHERN EUROPE,152.0
Jovan Valenta,serbia,6.6,1147361812.0,Start,SOUTHERN EUROPE,152.0
Aleksandar Vasić (politician),serbia,6.6,1219518076.0,Stub,SOUTHERN EUROPE,152.0
Dragan Velikić,serbia,6.6,1241200402.0,Start,SOUTHERN EUROPE,152.0
Đorđe Vojnović,serbia,6.6,1201926443.0,Stub,SOUTHERN EUROPE,152.0
Milorad Vučelić,serbia,6.6,1226407894.0,Start,SOUTHERN EUROPE,152.0
Gavro Vučković Krajišnik,serbia,6.6,1107975991.0,Start,SOUTHERN EUROPE,152.0
Milija Zdravković,serbia,6.6,1231464971.0,Stub,SOUTHERN EUROPE,152.0
Dušan Zelenbaba,serbia,6.6,1240611479.0,Start,SOUTHERN EUROPE,152.0
Petar Živković,serbia,6.6,1244369087.0,Start,SOUTHERN EUROPE,152.0
Charles Bastienne,seychelles,0.1,1076671631.0,Stub,EASTERN AFRICA,483.0
Wallace Cosgrow,seychelles,0.1,1208919956.0,Stub,EASTERN AFRICA,483.0
Didier Dogley,seychelles,0.1,1236082048.0,Stub,EASTERN AFRICA,483.0
Errol Fonseka,seychelles,0.1,1235434444.0,Stub,EASTERN AFRICA,483.0
Joel Morgan,seychelles,0.1,1190556649.0,Stub,EASTERN AFRICA,483.0
Satya Naidu,seychelles,0.1,1242656872.0,Start,EASTERN AFRICA,483.0
John Amadu Bangura,sierra leone,8.9,1242154948.0,C,WESTERN AFRICA,442.0
Arnold Jonathan Bishop-Gooding,sierra leone,8.9,1248518628.0,Start,WESTERN AFRICA,442.0
Christopher Okoro Cole,sierra leone,8.9,1242261320.0,Start,WESTERN AFRICA,442.0
Moinina Fofana,sierra leone,8.9,1150967706.0,Stub,WESTERN AFRICA,442.0
Momoh Gulama,sierra leone,8.9,949562875.0,Start,WESTERN AFRICA,442.0
Sheik-Umarr Mikailu Jah,sierra leone,8.9,1245194292.0,C,WESTERN AFRICA,442.0
Mohamed Wurie Jalloh,sierra leone,8.9,1230927199.0,Stub,WESTERN AFRICA,442.0
Henry M. Joko-Smart,sierra leone,8.9,1236239051.0,Start,WESTERN AFRICA,442.0
Yahya Kanu,sierra leone,8.9,1229494641.0,Start,WESTERN AFRICA,442.0
Danda Mohamed Kondeh,sierra leone,8.9,1229753869.0,Stub,WESTERN AFRICA,442.0
Henry Josiah Lightfoot Boston,sierra leone,8.9,1242154971.0,Start,WESTERN AFRICA,442.0
Émile F. Luke,sierra leone,8.9,1240785376.0,Stub,WESTERN AFRICA,442.0
Henry O. Macauley,sierra leone,8.9,1229932778.0,Stub,WESTERN AFRICA,442.0
Alie Badara Mansaray,sierra leone,8.9,1158873914.0,Stub,WESTERN AFRICA,442.0
Mohamed Kamarainba Mansaray,sierra leone,8.9,1105894039.0,C,WESTERN AFRICA,442.0
Solomon Musa,sierra leone,8.9,1078399680.0,Start,WESTERN AFRICA,442.0
Thomas Peters (revolutionary),sierra leone,8.9,1188215384.0,C,WESTERN AFRICA,442.0
Bai Kelfa Sankoh,sierra leone,8.9,1163409287.0,Stub,WESTERN AFRICA,442.0
Tinga Seisay,sierra leone,8.9,1227392405.0,C,WESTERN AFRICA,442.0
Nancy Steele,sierra leone,8.9,1138409597.0,Start,WESTERN AFRICA,442.0
Valentine Strasser,sierra leone,8.9,1213633579.0,C,WESTERN AFRICA,442.0
Alpha Timbo,sierra leone,8.9,971644466.0,Start,WESTERN AFRICA,442.0
Andrew Kuan,singapore,5.8,1173399298.0,Start,SOUTHEAST ASIA,682.0
Lim Han Hoe,singapore,5.8,1162078233.0,C,SOUTHEAST ASIA,682.0
Ooi Boon Ewe,singapore,5.8,1246674872.0,Start,SOUTHEAST ASIA,682.0
Rajabali Jumabhoy,singapore,5.8,1225577335.0,C,SOUTHEAST ASIA,682.0
Tibor Bastrnák,slovakia,5.4,1241436480.0,Stub,EASTERN EUROPE,285.0
Dagmara Bollová,slovakia,5.4,1247408245.0,Stub,EASTERN EUROPE,285.0
Karol Dembovský,slovakia,5.4,1176694907.0,Start,EASTERN EUROPE,285.0
Ľubomír Dolgoš,slovakia,5.4,1207710646.0,Start,EASTERN EUROPE,285.0
Vladimír Faič,slovakia,5.4,1230180876.0,Start,EASTERN EUROPE,285.0
Rudolf Filkus,slovakia,5.4,1165978468.0,Stub,EASTERN EUROPE,285.0
Ján Francisci-Rimavský,slovakia,5.4,1243155672.0,C,EASTERN EUROPE,285.0
Milan Haborák,slovakia,5.4,1243262444.0,Start,EASTERN EUROPE,285.0
Ivan Hopta,slovakia,5.4,1172531464.0,Stub,EASTERN EUROPE,285.0
Jozef Miloslav Hurban,slovakia,5.4,1240752033.0,C,EASTERN EUROPE,285.0
Antonín Janoušek,slovakia,5.4,1241436446.0,Start,EASTERN EUROPE,285.0
Dušan Jarjabek,slovakia,5.4,1230180917.0,Start,EASTERN EUROPE,285.0
Andrea Kalavská,slovakia,5.4,1247404602.0,Stub,EASTERN EUROPE,285.0
Ján Kollár,slovakia,5.4,1228887791.0,C,EASTERN EUROPE,285.0
Juraj Košút,slovakia,5.4,1228957061.0,C,EASTERN EUROPE,285.0
Magda Košútová,slovakia,5.4,1235907399.0,Stub,EASTERN EUROPE,285.0
Ján Krošlák,slovakia,5.4,1214335127.0,Start,EASTERN EUROPE,285.0
Ivan Lesay,slovakia,5.4,1224200607.0,GA,EASTERN EUROPE,285.0
Ivan Lexa,slovakia,5.4,1230180928.0,Start,EASTERN EUROPE,285.0
Ján Lunter,slovakia,5.4,1105947402.0,Start,EASTERN EUROPE,285.0
József Nagy (politician),slovakia,5.4,1224768389.0,Start,EASTERN EUROPE,285.0
Viliam Novotný,slovakia,5.4,1195822277.0,Stub,EASTERN EUROPE,285.0
Štefan Osuský,slovakia,5.4,1250297617.0,C,EASTERN EUROPE,285.0
Gabriel Palacka,slovakia,5.4,1230180954.0,Start,EASTERN EUROPE,285.0
Lucia Plaváková,slovakia,5.4,1247445090.0,Stub,EASTERN EUROPE,285.0
Jozef Pribilinec,slovakia,5.4,1230117870.0,C,EASTERN EUROPE,285.0
Ján Richter,slovakia,5.4,1230254036.0,Start,EASTERN EUROPE,285.0
Tatiana Rosová,slovakia,5.4,1235907524.0,Stub,EASTERN EUROPE,285.0
Jozef Sivák,slovakia,5.4,1221991531.0,Stub,EASTERN EUROPE,285.0
Radovan Sloboda (politician),slovakia,5.4,1235513126.0,Start,EASTERN EUROPE,285.0
Ľudovít Štúr,slovakia,5.4,1245572786.0,C,EASTERN EUROPE,285.0
Jaroslav Svěchota,slovakia,5.4,1115512326.0,Start,EASTERN EUROPE,285.0
Ľubomír Vážny,slovakia,5.4,1237144131.0,Start,EASTERN EUROPE,285.0
8th National Assembly of Slovenia,slovenia,2.1,1249160149.0,C,SOUTHERN EUROPE,152.0
Mark Boris Andrijanič,slovenia,2.1,1198352017.0,Start,SOUTHERN EUROPE,152.0
Joseph Emanuel Barbo von Waxenstein,slovenia,2.1,1230326241.0,Start,SOUTHERN EUROPE,152.0
Tatjana Bobnar,slovenia,2.1,1184611030.0,Start,SOUTHERN EUROPE,152.0
József Borovnyák,slovenia,2.1,1237351064.0,Stub,SOUTHERN EUROPE,152.0
Klemen Boštjančič,slovenia,2.1,1218026356.0,Start,SOUTHERN EUROPE,152.0
Uroš Brežan,slovenia,2.1,1232181073.0,Start,SOUTHERN EUROPE,152.0
Ivan Cankar,slovenia,2.1,1245475637.0,C,SOUTHERN EUROPE,152.0
Jože P. Damijan,slovenia,2.1,1177335389.0,GA,SOUTHERN EUROPE,152.0
Lambert Ehrlich,slovenia,2.1,1182674076.0,GA,SOUTHERN EUROPE,152.0
Josip Ferfolja,slovenia,2.1,1144472397.0,Start,SOUTHERN EUROPE,152.0
Sanja Ajanović Hovnik,slovenia,2.1,1184611485.0,Start,SOUTHERN EUROPE,152.0
Johann Nepomuk Hradeczky,slovenia,2.1,1030361090.0,Start,SOUTHERN EUROPE,152.0
Božidar Jakac,slovenia,2.1,1249350013.0,C,SOUTHERN EUROPE,152.0
József Klekl (politician),slovenia,2.1,1185528975.0,Start,SOUTHERN EUROPE,152.0
József Klekl (writer),slovenia,2.1,1230784400.0,Start,SOUTHERN EUROPE,152.0
Alojz Kovšca,slovenia,2.1,1217863750.0,Stub,SOUTHERN EUROPE,152.0
Jožef Krajnc,slovenia,2.1,1239252872.0,Start,SOUTHERN EUROPE,152.0
Ivan Kramberger,slovenia,2.1,1230833935.0,Start,SOUTHERN EUROPE,152.0
István Kühár,slovenia,2.1,1185528946.0,Stub,SOUTHERN EUROPE,152.0
Matija Majar,slovenia,2.1,1195006555.0,Start,SOUTHERN EUROPE,152.0
Andrej Marinc,slovenia,2.1,1249146653.0,Stub,SOUTHERN EUROPE,152.0
Matej Arčon,slovenia,2.1,1232181251.0,Start,SOUTHERN EUROPE,152.0
Anton Novačan,slovenia,2.1,1208186784.0,Start,SOUTHERN EUROPE,152.0
Igor Papič,slovenia,2.1,1240222916.0,Stub,SOUTHERN EUROPE,152.0
Dominika Švarc Pipan,slovenia,2.1,1231574449.0,Start,SOUTHERN EUROPE,152.0
Jože Podgoršek,slovenia,2.1,1100530431.0,Stub,SOUTHERN EUROPE,152.0
Jožica Puhar,slovenia,2.1,1217860670.0,Stub,SOUTHERN EUROPE,152.0
Dušan Šinigoj,slovenia,2.1,1242440118.0,Stub,SOUTHERN EUROPE,152.0
Matija Škerbec,slovenia,2.1,1180682572.0,B,SOUTHERN EUROPE,152.0
Alenka Smerkolj,slovenia,2.1,1172950113.0,Start,SOUTHERN EUROPE,152.0
