title,page_id,lastrevid,talkid,length,url,watched,watchers
Rasoul Movahedian,33855601,1140683216,33857286,1379.0,https://en.wikipedia.org/wiki/Rasoul_Movahedian,,
Majid Naseri Nejad,68138847,1228961030,68139289,4063.0,https://en.wikipedia.org/wiki/Majid_Naseri_Nejad,,
Ali Mohammad Noorian,51047024,1158807810,51104829,1987.0,https://en.wikipedia.org/wiki/Ali_Mohammad_Noorian,,
Ali Noorzad (politician),73568690,1203575507,73592028,3538.0,https://en.wikipedia.org/wiki/Ali_Noorzad_(politician),,
Ghodratollah Norouzi,66241790,1189153523,66294997,1771.0,https://en.wikipedia.org/wiki/Ghodratollah_Norouzi,,
Reza Nouri,66109917,1247253858,66110586,13580.0,https://en.wikipedia.org/wiki/Reza_Nouri,,
Qasem Saedi,68043971,1228961037,68075814,4124.0,https://en.wikipedia.org/wiki/Qasem_Saedi,,
Safdar Rahmat Abadi,41047594,1220293743,41047691,2814.0,https://en.wikipedia.org/wiki/Safdar_Rahmat_Abadi,,
Valiollah Rostaminejad,55036370,905601335,55036927,1499.0,https://en.wikipedia.org/wiki/Valiollah_Rostaminejad,,
Shahabeddin Tabatabaei,75295078,1226059368,75555711,9363.0,https://en.wikipedia.org/wiki/Shahabeddin_Tabatabaei,,
Hassan Shojaei Aliabadi,73052239,1234712624,73112348,2676.0,https://en.wikipedia.org/wiki/Hassan_Shojaei_Aliabadi,,
Soleiman Khan Meykadeh,74243456,1225810430,74334606,1509.0,https://en.wikipedia.org/wiki/Soleiman_Khan_Meykadeh,,
Husayn Thabit,76997276,1237255469,None,6380.0,https://en.wikipedia.org/wiki/Husayn_Thabit,,
Ahmad Toyserkani Ravari,66181803,1247958597,67224855,7643.0,https://en.wikipedia.org/wiki/Ahmad_Toyserkani_Ravari,,
Ali Asghar Yousefnejad,70363100,1175865465,70363334,3493.0,https://en.wikipedia.org/wiki/Ali_Asghar_Yousefnejad,,
Moussa Zargar,68876904,1177255264,69287862,681.0,https://en.wikipedia.org/wiki/Moussa_Zargar,,
Abd al-Aziz al-Badri,53991073,1244698603,54767758,4564.0,https://en.wikipedia.org/wiki/Abd_al-Aziz_al-Badri,,
Abd al-Ilah,391056,1250573208,2365528,15293.0,https://en.wikipedia.org/wiki/Abd_al-Ilah,,46.0
Abd-Allah ibn Aamir Hadhrami,5734026,1171600163,10875464,509.0,https://en.wikipedia.org/wiki/Abd-Allah_ibn_Aamir_Hadhrami,,
Ahmed Abdul-Ghafur,76190896,1210659335,76190898,2194.0,https://en.wikipedia.org/wiki/Ahmed_Abdul-Ghafur,,
Abdulsalam Abdullah,17465475,1190495892,17540635,2442.0,https://en.wikipedia.org/wiki/Abdulsalam_Abdullah,,
Mazin Abu Kalal,39521031,1097880283,46277825,614.0,https://en.wikipedia.org/wiki/Mazin_Abu_Kalal,,
Ahmed Taha Abu Ragheef,73166964,1243688277,73175199,6437.0,https://en.wikipedia.org/wiki/Ahmed_Taha_Abu_Ragheef,,
Akeel Al Saffar,40289841,1220967403,54767766,1632.0,https://en.wikipedia.org/wiki/Akeel_Al_Saffar,,
Widad Akrawi,14970968,1243875485,15806878,48415.0,https://en.wikipedia.org/wiki/Widad_Akrawi,,
Mouin AlKazmi,56690445,1249037852,56723043,13050.0,https://en.wikipedia.org/wiki/Mouin_AlKazmi,,
Dia al-Asadi,43015976,1221474604,43021513,3172.0,https://en.wikipedia.org/wiki/Dia_al-Asadi,,
Adnan al-Assadi,36489923,1168509455,36870242,7082.0,https://en.wikipedia.org/wiki/Adnan_al-Assadi,,
Atwan Al Atwani,56180267,1249037890,56196823,3459.0,https://en.wikipedia.org/wiki/Atwan_Al_Atwani,,
Abu Bakr al-Baghdadi,33348100,1249134858,34222645,177447.0,https://en.wikipedia.org/wiki/Abu_Bakr_al-Baghdadi,,409.0
Mohammad Bahr al-Uloom,315506,1249029892,2366009,6560.0,https://en.wikipedia.org/wiki/Mohammad_Bahr_al-Uloom,,
Luis Caro Bandar,57370175,1033782785,57563967,1208.0,https://en.wikipedia.org/wiki/Luis_Caro_Bandar,,
Masrour Barzani,19286349,1249701286,19345896,11129.0,https://en.wikipedia.org/wiki/Masrour_Barzani,,
Kamil Chadirji,62833510,1219540809,62841909,17475.0,https://en.wikipedia.org/wiki/Kamil_Chadirji,,
Daban Shadala,75143760,1245547606,75161593,5058.0,https://en.wikipedia.org/wiki/Daban_Shadala,,
Menahem Saleh Daniel,48629020,1219867674,48629732,5782.0,https://en.wikipedia.org/wiki/Menahem_Saleh_Daniel,,
Asaad Al Eidani,55913029,1246633688,55974956,3399.0,https://en.wikipedia.org/wiki/Asaad_Al_Eidani,,
Sassoon Eskell,11095858,1249038351,11180667,18622.0,https://en.wikipedia.org/wiki/Sassoon_Eskell,,
Qasim Al-Fahadawi,24094493,1249029995,28096671,7054.0,https://en.wikipedia.org/wiki/Qasim_Al-Fahadawi,,
Fakhri al-Tabaqchali,64233902,1216429499,64233915,2699.0,https://en.wikipedia.org/wiki/Fakhri_al-Tabaqchali,,
Falih Al-Fayyadh,56015705,1249037944,56033681,6297.0,https://en.wikipedia.org/wiki/Falih_Al-Fayyadh,,
Mohammed Al-Ghabban,45596457,1249037951,47410640,11504.0,https://en.wikipedia.org/wiki/Mohammed_Al-Ghabban,,
Saadoun Ghaidan,66529919,1151589987,66529929,3209.0,https://en.wikipedia.org/wiki/Saadoun_Ghaidan,,
Mohammed Hadid,17393934,1247827426,17394005,6370.0,https://en.wikipedia.org/wiki/Mohammed_Hadid,,
Rustam Haidar,49178880,1248753664,49178907,19069.0,https://en.wikipedia.org/wiki/Rustam_Haidar,,
Mohamed Al-Halbousi,56183277,1249030002,56197091,10696.0,https://en.wikipedia.org/wiki/Mohamed_Al-Halbousi,,
Ahmad Hardi,12726625,1191190290,19492819,3038.0,https://en.wikipedia.org/wiki/Ahmad_Hardi,,
Hasan Turan (Iraqi politician),75977700,1224035403,76024520,2987.0,https://en.wikipedia.org/wiki/Hasan_Turan_(Iraqi_politician),,
'Abd al-Razzaq al-Hasani,34742655,1238643436,36100085,2968.0,https://en.wikipedia.org/wiki/%27Abd_al-Razzaq_al-Hasani,,
Khairuddin Haseeb,67162519,1213513908,67162872,4761.0,https://en.wikipedia.org/wiki/Khairuddin_Haseeb,,
Mohammad Iqbal Omar,56224907,1138228456,56258516,7037.0,https://en.wikipedia.org/wiki/Mohammad_Iqbal_Omar,,
Jaafar al-Sadr,57534242,1240391256,74267436,8845.0,https://en.wikipedia.org/wiki/Jaafar_al-Sadr,,
Salim al-Jabouri,43307193,1248173623,43311075,6964.0,https://en.wikipedia.org/wiki/Salim_al-Jabouri,,
Dhia Jafar,64005901,1243074707,64005980,15966.0,https://en.wikipedia.org/wiki/Dhia_Jafar,,
Iyad Jamal Al-Din,10636997,1248657579,14622076,4588.0,https://en.wikipedia.org/wiki/Iyad_Jamal_Al-Din,,
Jamal Baban,64062184,1177303809,64062186,3156.0,https://en.wikipedia.org/wiki/Jamal_Baban,,
Jamil Abdul Wahab,64172573,1100882600,64172588,2150.0,https://en.wikipedia.org/wiki/Jamil_Abdul_Wahab,,
Amin Farhan Jejo,69642567,1209072211,69642653,1914.0,https://en.wikipedia.org/wiki/Amin_Farhan_Jejo,,
Ahmed Abdullah al-Jubouri,43092972,1161592238,43141977,8878.0,https://en.wikipedia.org/wiki/Ahmed_Abdullah_al-Jubouri,,
Muhammed Ibrahim al-Juraissey,1861492,931452659,2357150,1331.0,https://en.wikipedia.org/wiki/Muhammed_Ibrahim_al-Juraissey,,
Yousef al-Kalabi,56774359,1249037984,57107216,5748.0,https://en.wikipedia.org/wiki/Yousef_al-Kalabi,,
Duraid Kashmoula,39744395,1240165310,39751733,2982.0,https://en.wikipedia.org/wiki/Duraid_Kashmoula,,
Osama Youssef Kashmoula,44766387,1235576309,54767942,2314.0,https://en.wikipedia.org/wiki/Osama_Youssef_Kashmoula,,
Khairi Al-Hindawi,40535109,1215785334,43538130,11032.0,https://en.wikipedia.org/wiki/Khairi_Al-Hindawi,,
Hamid Rashid Maʽala,67585813,1153831551,67586064,2559.0,https://en.wikipedia.org/wiki/Hamid_Rashid_Ma%CA%BDala,,
Abbas Mahdi,43739029,1033783405,43739038,1573.0,https://en.wikipedia.org/wiki/Abbas_Mahdi,,
Mohammed Haji Mahmoud,54924417,1249038259,54924839,3426.0,https://en.wikipedia.org/wiki/Mohammed_Haji_Mahmoud,,
George Mansour,20720842,1214256596,22015476,1896.0,https://en.wikipedia.org/wiki/George_Mansour,,
Fuad Masum,43382075,1222274951,43385287,14689.0,https://en.wikipedia.org/wiki/Fuad_Masum,,55.0
Muhammad Jamil Al-Mayahi,65644607,1177351824,65690190,2630.0,https://en.wikipedia.org/wiki/Muhammad_Jamil_Al-Mayahi,,
Muhammed Ali Mahmud,65468981,1166288677,65468999,3406.0,https://en.wikipedia.org/wiki/Muhammed_Ali_Mahmud,,
Mawlud Mukhlis,60219693,1215706535,64247840,3872.0,https://en.wikipedia.org/wiki/Mawlud_Mukhlis,,
Tariq Najm,43182528,1247028402,43207466,5415.0,https://en.wikipedia.org/wiki/Tariq_Najm,,
Majid al-Nasrawi,41685495,1219358100,41688692,3078.0,https://en.wikipedia.org/wiki/Majid_al-Nasrawi,,
Yahia Nasseri,56416014,1207071815,56452405,3622.0,https://en.wikipedia.org/wiki/Yahia_Nasseri,,
Atheel al-Nujaifi,39301601,1240203288,39302553,2873.0,https://en.wikipedia.org/wiki/Atheel_al-Nujaifi,,
Saleh al-Ogaili,44766354,1248161249,44766367,2533.0,https://en.wikipedia.org/wiki/Saleh_al-Ogaili,,
Ali al-Qaradaghi,54174579,1242783852,54174592,5959.0,https://en.wikipedia.org/wiki/Ali_al-Qaradaghi,,
Gailan Ramiz,71809910,1249038049,71833382,4413.0,https://en.wikipedia.org/wiki/Gailan_Ramiz,,
Suhaib al-Rawi,51203886,1249030007,51228729,6219.0,https://en.wikipedia.org/wiki/Suhaib_al-Rawi,,
Rayan al-Kildani,75435129,1250626131,77020263,15164.0,https://en.wikipedia.org/wiki/Rayan_al-Kildani,,
Ahmed Abu Risha,13259368,1240338355,13301875,12840.0,https://en.wikipedia.org/wiki/Ahmed_Abu_Risha,,
Mowaffak al-Rubaie,440291,1239974488,7110428,5512.0,https://en.wikipedia.org/wiki/Mowaffak_al-Rubaie,,
Ma'ruf al-Rusafi,44818151,1241586052,52497430,28152.0,https://en.wikipedia.org/wiki/Ma%27ruf_al-Rusafi,,
Ali Salih al-Sa'di,70227876,1250777326,70738275,25814.0,https://en.wikipedia.org/wiki/Ali_Salih_al-Sa%27di,,
Abir Al-Sahlani,22992096,1242838276,23018855,8561.0,https://en.wikipedia.org/wiki/Abir_Al-Sahlani,,
Tahseen Said,43516147,1243491065,43516251,8190.0,https://en.wikipedia.org/wiki/Tahseen_Said,,
Numan al-Samarrai,69382306,1249038733,69382627,2211.0,https://en.wikipedia.org/wiki/Numan_al-Samarrai,,
Sargon Lazar Slewa,69790181,1177357911,69793176,2197.0,https://en.wikipedia.org/wiki/Sargon_Lazar_Slewa,,
Musa al-Shabandar,76795478,1230605202,76795484,8774.0,https://en.wikipedia.org/wiki/Musa_al-Shabandar,,
Ahmed Shibani,10195633,1245504726,10876393,3141.0,https://en.wikipedia.org/wiki/Ahmed_Shibani,,
Hussein al-Tahan,39775666,1147928697,39778450,1366.0,https://en.wikipedia.org/wiki/Hussein_al-Tahan,,
Asaad Abu Gilel al-Taie,9210520,1136401308,10892735,2021.0,https://en.wikipedia.org/wiki/Asaad_Abu_Gilel_al-Taie,,
Ali Al Tamimi,56558918,1249038115,56580661,2556.0,https://en.wikipedia.org/wiki/Ali_Al_Tamimi,,
Hani Abd Latif Tilfah,64601483,1216673569,64610044,3608.0,https://en.wikipedia.org/wiki/Hani_Abd_Latif_Tilfah,,
Toma Tomas,33154692,1235935722,33154714,4391.0,https://en.wikipedia.org/wiki/Toma_Tomas,,
Ahmed Uthman,16260914,1213314881,20554965,7668.0,https://en.wikipedia.org/wiki/Ahmed_Uthman,,
Ahmad Muhammad Yahya,67441245,1137404867,67441272,3063.0,https://en.wikipedia.org/wiki/Ahmad_Muhammad_Yahya,,
Nabeel Yasin,37411622,1187162446,37491655,4354.0,https://en.wikipedia.org/wiki/Nabeel_Yasin,,
Aziz Al-Yasiri,35971867,1243357393,36390404,3799.0,https://en.wikipedia.org/wiki/Aziz_Al-Yasiri,,
Tawfiq al-Yasiri,64279046,1213227883,64279070,1649.0,https://en.wikipedia.org/wiki/Tawfiq_al-Yasiri,,
Luay al-Yassiry,56415381,1197387317,56452209,2175.0,https://en.wikipedia.org/wiki/Luay_al-Yassiry,,
Saleh Yousefi,36973374,1220472335,42985516,3098.0,https://en.wikipedia.org/wiki/Saleh_Yousefi,,
Awni Yusuf,28714703,1242444633,29134690,1481.0,https://en.wikipedia.org/wiki/Awni_Yusuf,,
Yusuf Salman Yusuf,1093458,1250211819,2570827,13494.0,https://en.wikipedia.org/wiki/Yusuf_Salman_Yusuf,,
Abdul Karim Zaidan,77156210,1247382115,77156681,3915.0,https://en.wikipedia.org/wiki/Abdul_Karim_Zaidan,,
Falah Hassan al-Zidan,56423238,1187920845,56452062,5160.0,https://en.wikipedia.org/wiki/Falah_Hassan_al-Zidan,,
Faleh al-Ziyadi,56416169,1140359769,56452063,3303.0,https://en.wikipedia.org/wiki/Faleh_al-Ziyadi,,
Adnan al-Zurfi,9504748,1249655896,10662573,3659.0,https://en.wikipedia.org/wiki/Adnan_al-Zurfi,,
Semion Moshiashvili,72959926,1219759537,72959989,4463.0,https://en.wikipedia.org/wiki/Semion_Moshiashvili,,
Shmuel Slavin,75768489,1208561573,75768633,9655.0,https://en.wikipedia.org/wiki/Shmuel_Slavin,,
Alessandro Pernati di Momo,76157970,1220263642,76158092,1694.0,https://en.wikipedia.org/wiki/Alessandro_Pernati_di_Momo,,
Giuseppe Amadei,65782250,1177469902,65782258,1843.0,https://en.wikipedia.org/wiki/Giuseppe_Amadei,,
Umberto Ambrosoli,38636848,1144171012,38641293,2889.0,https://en.wikipedia.org/wiki/Umberto_Ambrosoli,,
Andrea de' Pazzi,72428519,1184495020,72428527,4604.0,https://en.wikipedia.org/wiki/Andrea_de%27_Pazzi,,
Giovanni Antonelli (archivist),75198872,1249157164,75696443,3271.0,https://en.wikipedia.org/wiki/Giovanni_Antonelli_(archivist),,
Alfredo Arpaia,59628468,1174088484,59628475,1043.0,https://en.wikipedia.org/wiki/Alfredo_Arpaia,,
Giovanni Battista Balbis,34269094,1189728520,35802783,1819.0,https://en.wikipedia.org/wiki/Giovanni_Battista_Balbis,,
Anton Giulio Barrili,160585,1220684146,10702603,1820.0,https://en.wikipedia.org/wiki/Anton_Giulio_Barrili,,
Alfonso Bartoli,65673082,1189244524,65673133,8968.0,https://en.wikipedia.org/wiki/Alfonso_Bartoli,,
Giordano Bianchi Dottula,56503050,1227562744,56503059,2221.0,https://en.wikipedia.org/wiki/Giordano_Bianchi_Dottula,,
Teodorico Bonacci,74951421,1206348950,74955943,8782.0,https://en.wikipedia.org/wiki/Teodorico_Bonacci,,
Luigi Bossi Visconti,76465258,1226018161,76465268,2148.0,https://en.wikipedia.org/wiki/Luigi_Bossi_Visconti,,
Giovanni Bovara,48079847,1002536039,52534790,6947.0,https://en.wikipedia.org/wiki/Giovanni_Bovara,,
Darko Bratina,24904537,1222522027,24925181,5213.0,https://en.wikipedia.org/wiki/Darko_Bratina,,
Antonella Bundu,64642615,1156838079,64642629,2318.0,https://en.wikipedia.org/wiki/Antonella_Bundu,,
Niccolò di Buonaccorso,43492444,1214104286,43492450,4107.0,https://en.wikipedia.org/wiki/Niccol%C3%B2_di_Buonaccorso,,
Marino Busdachin,12117835,1162770792,29438149,4209.0,https://en.wikipedia.org/wiki/Marino_Busdachin,,
Michele Caccavale,59592261,1174206322,59592269,624.0,https://en.wikipedia.org/wiki/Michele_Caccavale,,
Davide Caparini,52503823,1242294537,52573787,26785.0,https://en.wikipedia.org/wiki/Davide_Caparini,,
Viola Carofalo,56239726,1190198071,56240518,7620.0,https://en.wikipedia.org/wiki/Viola_Carofalo,,
Francesco Carrara (jurist),11737250,1215559544,11883101,3326.0,https://en.wikipedia.org/wiki/Francesco_Carrara_(jurist),,
Enrico Cialdini,806166,1223624365,7076778,5571.0,https://en.wikipedia.org/wiki/Enrico_Cialdini,,
Michele Angelo Cianciulli,14793902,1185179221,14793943,1327.0,https://en.wikipedia.org/wiki/Michele_Angelo_Cianciulli,,
"Luigi, Count Cibrario",2366958,1245300122,10669940,6683.0,"https://en.wikipedia.org/wiki/Luigi,_Count_Cibrario",,
Stefano Colonna,4725347,1174210321,10483787,2031.0,https://en.wikipedia.org/wiki/Stefano_Colonna,,
Piero Ginori Conti,25128620,1250783744,25128677,6476.0,https://en.wikipedia.org/wiki/Piero_Ginori_Conti,,
Alessandro Contini-Bonacossi,44810670,1222515774,44810692,3929.0,https://en.wikipedia.org/wiki/Alessandro_Contini-Bonacossi,,
Cesare Correnti,3120504,1045556051,10513432,3287.0,https://en.wikipedia.org/wiki/Cesare_Correnti,,
Luca Coscioni,15869105,1248845393,36521150,8556.0,https://en.wikipedia.org/wiki/Luca_Coscioni,,
Teodoro Cottrau,39371697,1221097725,39371932,2118.0,https://en.wikipedia.org/wiki/Teodoro_Cottrau,,
Nicolò Crasso,74406508,1187990367,74408595,7970.0,https://en.wikipedia.org/wiki/Nicol%C3%B2_Crasso,,
Giovanni Cuomo,50541903,1235107797,52485967,4532.0,https://en.wikipedia.org/wiki/Giovanni_Cuomo,,
Lucio D'Ubaldo,33040586,1215312553,33046328,1285.0,https://en.wikipedia.org/wiki/Lucio_D%27Ubaldo,,
Francesca Romana D'Antuono,69508281,1238093134,69537865,10196.0,https://en.wikipedia.org/wiki/Francesca_Romana_D%27Antuono,,
Marta Dassù,52657544,1212889106,52657558,4241.0,https://en.wikipedia.org/wiki/Marta_Dass%C3%B9,,
Philippe Daverio,55012929,1168519834,55015105,14226.0,https://en.wikipedia.org/wiki/Philippe_Daverio,,
Antonio De Berti,68113882,1235074825,68118123,9328.0,https://en.wikipedia.org/wiki/Antonio_De_Berti,,
Simon Doria,15017815,1216799594,15127970,4709.0,https://en.wikipedia.org/wiki/Simon_Doria,,
Carlo Dossi,14893781,1242395503,20661788,6519.0,https://en.wikipedia.org/wiki/Carlo_Dossi,,
Vincenzo Duplancich,67204949,1226765389,67206530,8889.0,https://en.wikipedia.org/wiki/Vincenzo_Duplancich,,
Emidio Agostinoni,74653204,1217618108,74653722,4673.0,https://en.wikipedia.org/wiki/Emidio_Agostinoni,,
Josip Ferfolja,22655885,1144472397,22680354,5547.0,https://en.wikipedia.org/wiki/Josip_Ferfolja,,
Aldo Ferrabino,75956632,1244330314,75956639,3390.0,https://en.wikipedia.org/wiki/Aldo_Ferrabino,,
Bruno Ferrante,3491041,1194193117,6348205,1243.0,https://en.wikipedia.org/wiki/Bruno_Ferrante,,
Carlo Filangieri,780084,1229833190,7061300,6701.0,https://en.wikipedia.org/wiki/Carlo_Filangieri,,
Vincenzo Filonardi,31368399,1248587117,31385775,4844.0,https://en.wikipedia.org/wiki/Vincenzo_Filonardi,,
Quirico Filopanti,3036446,1242089728,10695777,3874.0,https://en.wikipedia.org/wiki/Quirico_Filopanti,,
Vittorio Fossombroni,3126271,1250763804,10701777,6172.0,https://en.wikipedia.org/wiki/Vittorio_Fossombroni,,
Luigi Frari,25870249,1245788911,25870255,5316.0,https://en.wikipedia.org/wiki/Luigi_Frari,,
Pompeo Gabrielli,40768522,1240207871,52544878,6357.0,https://en.wikipedia.org/wiki/Pompeo_Gabrielli,,
Carlo Galli (political scientist),71356911,1223668374,71356917,2054.0,https://en.wikipedia.org/wiki/Carlo_Galli_(political_scientist),,
Stefano Bruno Galli,63684658,1251075407,63684712,1825.0,https://en.wikipedia.org/wiki/Stefano_Bruno_Galli,,
Ricciotti Garibaldi,13475018,1172266806,20626308,4561.0,https://en.wikipedia.org/wiki/Ricciotti_Garibaldi,,
Federico Gattorno,72583057,1189681460,72946006,3274.0,https://en.wikipedia.org/wiki/Federico_Gattorno,,
Michele Geraci,59611551,1227609480,59737771,9429.0,https://en.wikipedia.org/wiki/Michele_Geraci,,
Gaetano Gifuni,58387562,1245420013,58387564,6687.0,https://en.wikipedia.org/wiki/Gaetano_Gifuni,,
Carlo Ginori,21859324,901844540,21860865,1490.0,https://en.wikipedia.org/wiki/Carlo_Ginori,,
Raffaello Giovagnoli,58423498,1167879958,64109738,8567.0,https://en.wikipedia.org/wiki/Raffaello_Giovagnoli,,
Nerio Giovanazzi,19608644,1175182038,21961380,2662.0,https://en.wikipedia.org/wiki/Nerio_Giovanazzi,,
Carlo Ignazio Giulio,65518692,1226028049,65800160,2544.0,https://en.wikipedia.org/wiki/Carlo_Ignazio_Giulio,,
Giuseppe di Stefano Paternó,74231552,1227449629,74231555,19914.0,https://en.wikipedia.org/wiki/Giuseppe_di_Stefano_Patern%C3%B3,,
Giuseppe Giovanni Pietro Alberganti,74667752,1184074034,74667889,4546.0,https://en.wikipedia.org/wiki/Giuseppe_Giovanni_Pietro_Alberganti,,
Osvaldo Gnocchi-Viani,40433482,1193589413,52544533,12077.0,https://en.wikipedia.org/wiki/Osvaldo_Gnocchi-Viani,,
Michele Gortani,65595948,1244408098,65595971,3122.0,https://en.wikipedia.org/wiki/Michele_Gortani,,
Giuseppe Govone,21653151,1240175269,22059268,7135.0,https://en.wikipedia.org/wiki/Giuseppe_Govone,,
Filippo Antonio Gualterio (senator),77644284,1242469928,None,3734.0,https://en.wikipedia.org/wiki/Filippo_Antonio_Gualterio_(senator),,
Francesco Domenico Guerrazzi,238322,1238499858,7054388,4883.0,https://en.wikipedia.org/wiki/Francesco_Domenico_Guerrazzi,,
Guglielmo de' Pazzi,72450743,1238564711,72450747,5112.0,https://en.wikipedia.org/wiki/Guglielmo_de%27_Pazzi,,
Umberto Klinger,51778636,1162528236,52424468,9216.0,https://en.wikipedia.org/wiki/Umberto_Klinger,,
Luigi Porro Lambertenghi,48084455,1081453534,52543912,2927.0,https://en.wikipedia.org/wiki/Luigi_Porro_Lambertenghi,,
Enzo Lauretta,77256918,1232452723,77256926,3970.0,https://en.wikipedia.org/wiki/Enzo_Lauretta,,
Monaldo Leopardi,31744604,1237262288,35803289,24825.0,https://en.wikipedia.org/wiki/Monaldo_Leopardi,,
David Levi (Italy),9778093,1216755182,29505277,5540.0,https://en.wikipedia.org/wiki/David_Levi_(Italy),,
Giovanni Lilliu,37880726,1243423283,52381754,6336.0,https://en.wikipedia.org/wiki/Giovanni_Lilliu,,
Alessandrina Lonardo,66340585,1212915131,66340674,2749.0,https://en.wikipedia.org/wiki/Alessandrina_Lonardo,,
Andrea Maffei,17921223,1220326043,17930738,5333.0,https://en.wikipedia.org/wiki/Andrea_Maffei,,
Mario Maiolo,24137929,1083730536,24466805,1508.0,https://en.wikipedia.org/wiki/Mario_Maiolo,,
Manfredo Manfredi,34383607,1240578936,36517236,2226.0,https://en.wikipedia.org/wiki/Manfredo_Manfredi,,
Elena Marinucci,75637243,1211172540,75637557,4430.0,https://en.wikipedia.org/wiki/Elena_Marinucci,,
Filippo Mariotti,46222981,1249993799,46223004,1225.0,https://en.wikipedia.org/wiki/Filippo_Mariotti,,
Manuel Marliani,36479553,1225503688,36547557,2055.0,https://en.wikipedia.org/wiki/Manuel_Marliani,,
Vincenzo Massilla,46953987,1185190847,46954002,2101.0,https://en.wikipedia.org/wiki/Vincenzo_Massilla,,
Mauro D'Attis,74520640,1183619465,74521183,4757.0,https://en.wikipedia.org/wiki/Mauro_D%27Attis,,
Francesco Melzi d'Eril,30625216,1233968174,30901970,6657.0,https://en.wikipedia.org/wiki/Francesco_Melzi_d%27Eril,,
Enrico Millo,19822800,1240175998,20624570,2380.0,https://en.wikipedia.org/wiki/Enrico_Millo,,
Rosanna Minozzi,69747989,1244868290,69748265,2993.0,https://en.wikipedia.org/wiki/Rosanna_Minozzi,,
Antonio Misiani,66312250,1237110647,66312475,7706.0,https://en.wikipedia.org/wiki/Antonio_Misiani,,
Giuseppe Montanelli,238327,1238499736,10647927,4485.0,https://en.wikipedia.org/wiki/Giuseppe_Montanelli,,
Bonincontro Morigia,34011619,1179520102,34026917,2748.0,https://en.wikipedia.org/wiki/Bonincontro_Morigia,,
Maria Celeste Nardini,65225067,1182873094,65225071,2284.0,https://en.wikipedia.org/wiki/Maria_Celeste_Nardini,,
Sarina Nathan,72805250,1219721377,72808286,6254.0,https://en.wikipedia.org/wiki/Sarina_Nathan,,
Diotisalvi Neroni,8200409,1241401796,10483848,2086.0,https://en.wikipedia.org/wiki/Diotisalvi_Neroni,,
Ludovico Nogarola,73889813,1200149359,73896004,4084.0,https://en.wikipedia.org/wiki/Ludovico_Nogarola,,
Vito Nunziante,30419124,1229548831,36446460,10322.0,https://en.wikipedia.org/wiki/Vito_Nunziante,,
Oldrado da Tresseno,31629024,1041518550,64090352,2233.0,https://en.wikipedia.org/wiki/Oldrado_da_Tresseno,,
Mario Oriani-Ambrosini,23751905,1218079952,23751928,26486.0,https://en.wikipedia.org/wiki/Mario_Oriani-Ambrosini,,
Ferdinando Palasciano,7802847,1217687661,10642946,4859.0,https://en.wikipedia.org/wiki/Ferdinando_Palasciano,,
Pietro Paleocapa,55555606,1196123355,55555732,7209.0,https://en.wikipedia.org/wiki/Pietro_Paleocapa,,
Bartolomeo Panciatichi,48933991,1052735553,52520917,2157.0,https://en.wikipedia.org/wiki/Bartolomeo_Panciatichi,,
Maffeo Pantaleoni,5808131,1240551123,7102356,4482.0,https://en.wikipedia.org/wiki/Maffeo_Pantaleoni,,
Renzo Patria,60991955,1109586417,60992280,715.0,https://en.wikipedia.org/wiki/Renzo_Patria,,
Renato de' Pazzi,73978824,1178270671,74325244,2784.0,https://en.wikipedia.org/wiki/Renato_de%27_Pazzi,,
Bartolo Pellegrino,61392350,1233899759,61392351,968.0,https://en.wikipedia.org/wiki/Bartolo_Pellegrino,,
Giuseppe Perrucchetti,2469545,1224554137,6848641,2157.0,https://en.wikipedia.org/wiki/Giuseppe_Perrucchetti,,
Pandolfo Petrucci,775887,1244701094,2216136,6211.0,https://en.wikipedia.org/wiki/Pandolfo_Petrucci,,
Vittorio Pezzuto,77557873,1248530062,77606210,5833.0,https://en.wikipedia.org/wiki/Vittorio_Pezzuto,,
Augusto Pierantoni,35875029,1226945067,35875110,2899.0,https://en.wikipedia.org/wiki/Augusto_Pierantoni,,
Giancarlo Pittelli,75462561,1225864190,75462568,1794.0,https://en.wikipedia.org/wiki/Giancarlo_Pittelli,,
Luigi Pizzardi,34542864,1240419143,36516294,1277.0,https://en.wikipedia.org/wiki/Luigi_Pizzardi,,
Gennaro Placco,71043194,1211247566,73451183,2544.0,https://en.wikipedia.org/wiki/Gennaro_Placco,,
Stefano Porcari,7213872,1197985031,34431739,5724.0,https://en.wikipedia.org/wiki/Stefano_Porcari,,
Giovanni Puoti,39228900,1227318144,39569452,9702.0,https://en.wikipedia.org/wiki/Giovanni_Puoti,,
Renzo Rabellino,4783056,1132984121,6546810,3641.0,https://en.wikipedia.org/wiki/Renzo_Rabellino,,
Ercole Ricotti,33139093,1179348918,36421111,1860.0,https://en.wikipedia.org/wiki/Ercole_Ricotti,,
Roberto di Ridolfo,3051076,1171276409,10565031,2677.0,https://en.wikipedia.org/wiki/Roberto_di_Ridolfo,,
Italo Righi,35299743,1242868787,35573175,1644.0,https://en.wikipedia.org/wiki/Italo_Righi,,
Arnaldo Rivera,56712217,1116307213,56733864,9598.0,https://en.wikipedia.org/wiki/Arnaldo_Rivera,,
Carlo Romussi,72565922,1199074733,72567191,2303.0,https://en.wikipedia.org/wiki/Carlo_Romussi,,
